DocFormGridColID	DocForm	ColID	DocType	Name	AliasName	Field	LineNum	VisNum	ShowColumn	HeaderCssClass	Editor	DataType	FieldCssClass	Width	ObjectType	CreatedByAppUserId	CreatedOn
	WTAX	WTAX_AcctCode	I	AcctCode	G/L CODE	AcctCode	16	15	Y	text-center			text-left	150		1	01/01/2001
	WTAX	WTAX_AcctName	I	AcctName	G/L NAME	AcctName	17	15	N	text-center			text-left	100		1	01/01/2001
	WTAX	WTAX_WTaxType	I	WTaxType	WTAXTYPE	WTaxType	18	16	N	text-center				100		1	01/01/2001
	WTAX	WTAX_RoundType	I	RoundType	ROUNDTYPE	RoundType	19	17	N	text-center				100		1	01/01/2001
	WTAX	WTAX_BaseType	I	BaseType	BASETYPE	BaseType	20	18	N	text-center				100		1	01/01/2001
	WTAX	WTAX_BaseAbsEnt	I	BaseAbsEnt	BASEABSENT	BaseAbsEnt	21	19	N	text-center				100		1	01/01/2001
	WTAX	WTAX_BaseLine	I	BaseLine	BASELINE	BaseLine	22	20	N	text-center				100		1	01/01/2001
	WTAX	WTAX_BaseNum	I	BaseNum	BASENUM	BaseNum	23	21	N	text-center				100		1	01/01/2001
	WTAX	WTAX_BaseRef	I	BaseRef	BASEREF	BaseRef	24	22	N	text-center				100		1	01/01/2001
	WTAX	WTAX_Status	I	Status	STATUS	Status	25	23	N	text-center				100		1	01/01/2001
	WTAX	WTAX_TrgType	I	TrgType	TRGTYPE	TrgType	26	24	N	text-center				100		1	01/01/2001
	WTAX	WTAX_TrgAbsEntr	I	TrgAbsEntr	TRGABSENTR	TrgAbsEntr	27	25	N	text-center				100		1	01/01/2001
	WTAX	WTAX_ObjType	I	ObjType	OBJTYPE	ObjType	28	26	N	text-center				100		1	01/01/2001
	WTAX	WTAX_Doc1LineNo	I	Doc1LineNo	DOC1LINENO	Doc1LineNo	29	27	N	text-center				100		1	01/01/2001
	WTAX	WTAX_WtLineType	I	WtLineType	WTLINETYPE	WtLineType	30	28	N	text-center				100		1	01/01/2001
	WTAX	WTAX_TxblCurr	I	TxblCurr	TXBLCURR	TxblCurr	31	29	N	text-center				100		1	01/01/2001
	WTAX	WTAX_DtblCurr	I	DtblCurr	DTBLCURR	DtblCurr	32	30	N	text-center				100		1	01/01/2001
	WTAX	WTAX_DtblRate	I	DtblRate	DTBLRATE	DtblRate	33	31	N	text-center				100		1	01/01/2001
	WTAX	WTAX_TxblRate	I	TxblRate	TXBLRATE	TxblRate	34	32	N	text-center				100		1	01/01/2001
	WTAX	WTAX_DtblAmount	I	DtblAmount	DTBLAMOUNT	DtblAmount	35	33	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_LineID	R	LineID	#	LineID	1	1	Y	text-center				20		1	01/01/2001
	TJRPT	TJRPT_ObjType	R	ObjType	OBJTYPE	ObjType	2	2	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_BaseEntry	R	BaseEntry	BASEENTRY	BaseEntry	3	3	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_BaseNum	R	BaseNum	BASENUM	BaseNum	4	4	Y	text-center				100		1	01/01/2001
	TJRPT	TJRPT_BaseType	R	BaseType	BASETYPE	BaseType	5	5	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_TargetEntry	R	TargetEntry	TARGETENTRY	TargetEntry	6	6	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_TargetNum	R	TargetNum	TARGETNUM	TargetNum	7	7	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_TargetType	R	TargetType	TARGETTYPE	TargetType	8	8	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_RefDate	R	RefDate	DATE	RefDate	9	9	Y	text-center				100		1	01/01/2001
	TJRPT	TJRPT_TransID	R	TransID	TRANS NO.	TransID	10	10	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_TransType	R	TransType	TRANSTYPE	TransType	11	11	Y	text-center				100		1	01/01/2001
	TJRPT	TJRPT_GLAcctCode	R	GLAcctCode	CTRL  ACCT	GLAcctCode	12	12	Y	text-center				150		1	01/01/2001
	TJRPT	TJRPT_GLAcctName	R	GLAcctName	CTRL  ACCT. NAME	GLAcctName	13	13	Y	text-center				150		1	01/01/2001
	TJRPT	TJRPT_VisID	R	VisID	VISID	VisID	14	14	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_ShortName	R	ShortName	GL ACCT/CARD CODE	ShortName	15	15	Y	text-center				150		1	01/01/2001
	TJRPT	TJRPT_ShortNameDesc	R	ShortNameDesc	GL ACCT/CARD NAME	ShortNameDesc	16	16	Y	text-center				200		1	01/01/2001
	TJRPT	TJRPT_Debit	R	Debit	DEBIT	Debit	17	17	Y	text-center				100		1	01/01/2001
	TJRPT	TJRPT_Credit	R	Credit	CREDIT	Credit	18	18	Y	text-center				100		1	01/01/2001
	TJRPT	TJRPT_DebitSC	R	DebitSC	DEBITSC	DebitSC	19	19	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_CreditSC	R	CreditSC	CREDITSC	CreditSC	20	20	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_DebitFC	R	DebitFC	DEBITFC	DebitFC	21	21	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_CreditFC	R	CreditFC	CREDITFC	CreditFC	22	22	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_ContraAccount	R	ContraAccount	CONTRAACCOUNT	ContraAccount	23	23	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_DebitCredit	R	DebitCredit	DEBITCREDIT	DebitCredit	24	24	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_BaseAmt	R	BaseAmt	BASE AMT.	BaseAmt	25	25	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_VatGroup	R	VatGroup	TAX GROUP	VatGroup	26	26	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_VatAmt	R	VatAmt	VAT AMT.	VatAmt	27	27	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_RefDate2	R	RefDate2	REFDATE2	RefDate2	28	28	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_RefDate3	R	RefDate3	REFDATE3	RefDate3	29	29	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_Ref1	R	Ref1	REF1	Ref1	30	30	Y	text-center				100		1	01/01/2001
	TJRPT	TJRPT_Ref2	R	Ref2	REF2	Ref2	31	31	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_Ref3	R	Ref3	REF3	Ref3	32	32	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_Project	R	Project	PROJECT	Project	33	33	Y	text-center				100		1	01/01/2001
	TJRPT	TJRPT_OcrCode	R	OcrCode	COST CENTER	OcrCode	34	34	Y	text-center				100		1	01/01/2001
	TJRPT	TJRPT_OcrCode2	R	OcrCode2	OCRCODE2	OcrCode2	35	35	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_OcrCode3	R	OcrCode3	OCRCODE3	OcrCode3	36	36	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_OcrCode4	R	OcrCode4	OCRCODE4	OcrCode4	37	37	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_OcrCode5	R	OcrCode5	OCRCODE5	OcrCode5	38	38	N	text-center				100		1	01/01/2001
	TJRPT	TJRPT_LineRemarks	R	LineRemarks	REMARKS	LineRemarks	39	39	N	text-center				250		1	01/01/2001
	PNLRA	PNLRA_AcctCode	R	AcctCode	ACCT CODE	AcctCode	1	1	Y	text-center				250		1	01/01/2001
	PNLRA	PNLRA_AcctName	R	AcctName	ACCT NAME	AcctName	1	1	Y	text-center				350		1	01/01/2001
	PNLRA	PNLRA_GroupMask	R	GroupMask	GROUP	GroupMask	1	1	Y	text-center				100		1	01/01/2001
	PNLRA	PNLRA_CurrentPeriod	R	CurrentPeriod	CURRENT PERIOD	CurrentPeriod	1	1	Y	text-center				100		1	01/01/2001
	PNLRA	PNLRA_CurrentYear	R	CurrentYear	CURRENT YR.	CurrentYear	1	1	Y	text-center				100		1	01/01/2001
	PNLRQ	PNLRQ_AcctCode	R	AcctCode	ACCT CODE	AcctCode	1	1	Y	text-center				250		1	01/01/2001
	PNLRQ	PNLRQ_AcctName	R	AcctName	ACCT NAME	AcctName	1	1	Y	text-center				350		1	01/01/2001
	PNLRQ	PNLRQ_GroupMask	R	GroupMask	GROUP	GroupMask	1	1	Y	text-center				100		1	01/01/2001
	PNLRQ	PNLRQ_Q1	R	Q1	Q1	Q1	1	1	Y	text-center				100		1	01/01/2001
	PNLRQ	PNLRQ_Q2	R	Q2	Q2	Q2	1	1	Y	text-center				100		1	01/01/2001
	PNLRQ	PNLRQ_Q3	R	Q3	Q3	Q3	1	1	Y	text-center				100		1	01/01/2001
	PNLRQ	PNLRQ_Q4	R	Q4	Q4	Q4	1	1	Y	text-center				100		1	01/01/2001
	PNLRQ	PNLRQ_CurrentYear	R	CurrentYear	CURRENT YR.	CurrentYear	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_AcctCode	R	AcctCode	ACCT CODE	AcctCode	1	1	Y	text-center				250		1	01/01/2001
	PNLRM	PNLRM_AcctName	R	AcctName	ACCT NAME	AcctName	1	1	Y	text-center				350		1	01/01/2001
	PNLRM	PNLRM_GroupMask	R	GroupMask	GROUP	GroupMask	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_Jan	R	Jan	JAN	Jan	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_Feb	R	Feb	FEB	Feb	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_Mar	R	Mar	MAR	Mar	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_Apr	R	Apr	APR	Apr	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_May	R	May	MAY	May	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_Jun	R	Jun	JUN	Jun	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_Jul	R	Jul	JUL	Jul	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_Aug	R	Aug	AUG	Aug	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_Sep	R	Sep	SEP	Sep	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_Oct	R	Oct	OCT	Oct	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_Nov	R	Nov	NOV	Nov	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_Dec	R	Dec	DEC	Dec	1	1	Y	text-center				100		1	01/01/2001
	PNLRM	PNLRM_CurrentYear	R	CurrentYear	CURRENT YR.	CurrentYear	1	1	Y	text-center				100		1	01/01/2001
	CHK	CHK_LineNum	I	LineNum	#	LineNum	1	1	Y	text-center				20		1	01/01/2001
	CHK	CHK_CheckID	I	CheckID	CHECKID	CheckID	1	1	N	text-center				100		1	01/01/2001
	CHK	CHK_CheckNum	I	CheckNum	CHECKNUM	CheckNum	2	2	Y	text-center				100		1	01/01/2001
	CHK	CHK_BankCode	I	BankCode	BANKCODE	BankCode	3	3	Y	text-center				100		1	01/01/2001
	CHK	CHK_Branch	I	Branch	BRANCH	Branch	4	4	Y	text-center				100		1	01/01/2001
	CHK	CHK_CashCheckAcct	I	CashCheckAcct	CSH CHECK ACCT.	CashCheckAcct	5	5	Y	text-center				180		1	01/01/2001
	CHK	CHK_CheckDate	I	CheckDate	CHECKDATE	CheckDate	6	6	Y	text-center				100		1	01/01/2001
	CHK	CHK_Details	I	Details	DETAILS	Details	7	7	Y	text-center				100		1	01/01/2001
	CHK	CHK_CardCode	I	CardCode	CARDCODE	CardCode	8	8	Y	text-center				100		1	01/01/2001
	CHK	CHK_RcptDate	I	RcptDate	RCPTDATE	RcptDate	9	9	N	text-center				100		1	01/01/2001
	CHK	CHK_RcptNum	I	RcptNum	RCPTNUM	RcptNum	10	10	N	text-center				100		1	01/01/2001
	CHK	CHK_CheckSum	I	CheckSum	CHECK AMT.	CheckSum	11	11	Y	text-center				100		1	01/01/2001
	CHK	CHK_Trnsfrable	I	Trnsfrable	TRNSFRABLE	Trnsfrable	12	12	N	text-center				100		1	01/01/2001
	CHK	CHK_Deposited	I	Deposited	DEPOSITED	Deposited	13	13	N	text-center				100		1	01/01/2001
	CHK	CHK_Converted	I	Converted	CONVERTED	Converted	14	14	N	text-center				100		1	01/01/2001
	CHK	CHK_Vendor	I	Vendor	VENDOR	Vendor	15	15	N	text-center				100		1	01/01/2001
	CHK	CHK_TransNum	I	TransNum	TRANSNUM	TransNum	16	16	N	text-center				100		1	01/01/2001
	CHK	CHK_DepNum2	I	DepNum2	DEPNUM2	DepNum2	17	17	N	text-center				100		1	01/01/2001
	CHK	CHK_DpstAbs	I	DpstAbs	DPSTABS	DpstAbs	18	18	N	text-center				100		1	01/01/2001
	CHK	CHK_BankAcct	I	BankAcct	BANKACCT	BankAcct	19	19	Y	text-center				100		1	01/01/2001
	CHK	CHK_AcctNum	I	AcctNum	ACCTNUM	AcctNum	20	20	Y	text-center				100		1	01/01/2001
	CHK	CHK_Currency	I	Currency	CURRENCY	Currency	21	21	N	text-center				100		1	01/01/2001
	CHK	CHK_Canceled	I	Canceled	CANCELED	Canceled	22	22	N	text-center				100		1	01/01/2001
	CHK	CHK_RcptLineID	I	RcptLineID	RCPTLINEID	RcptLineID	23	23	N	text-center				100		1	01/01/2001
	CHK	CHK_Transfered	I	Transfered	TRANSFERED	Transfered	24	24	N	text-center				100		1	01/01/2001
	CHK	CHK_Instance	I	Instance	INSTANCE	Instance	25	25	N	text-center				100		1	01/01/2001
	CHK	CHK_UserID	I	UserID	USERID	UserID	26	26	N	text-center				100		1	01/01/2001
	CHK	CHK_BankCountr	I	BankCountr	BANKCOUNTR	BankCountr	27	27	N	text-center				100		1	01/01/2001
	CHK	CHK_Project	I	Project	PROJECT	Project	28	28	Y	text-center				100		1	01/01/2001
	CHK	CHK_CanceJEAbs	I	CanceJEAbs	CANCEJEABS	CanceJEAbs	29	29	N	text-center				100		1	01/01/2001
	CHO	CHO_CheckID	I	CheckID	CHECKID	CheckID	1	1	N	text-center				100		1	01/01/2001
	CHO	CHO_LineId	I	LineId	#	LineId	2	2	Y	text-center				20		1	01/01/2001
	CHO	CHO_LineDetail	I	LineDetail	DETAILS	LineDetail	3	3	Y	text-center				550		1	01/01/2001
	CHO	CHO_LineAmt	I	LineAmt	AMT. 	LineAmt	4	4	N	text-center				100		1	01/01/2001
	CHO	CHO_LineCurr	I	LineCurr	LINECURR	LineCurr	5	5	N	text-center				100		1	01/01/2001
	CHO	CHO_LineAcct	I	LineAcct	LINEACCT	LineAcct	6	6	N	text-center				100		1	01/01/2001
	CHO	CHO_IsCard	I	IsCard	ISCARD	IsCard	7	7	N	text-center				100		1	01/01/2001
	CHO	CHO_Code	I	Code	CODE	Code	8	8	N	text-center				100		1	01/01/2001
	CHO	CHO_CredAcct	I	CredAcct	CREDACCT	CredAcct	9	9	N	text-center				100		1	01/01/2001
	CHO	CHO_VatPercent	I	VatPercent	VATPERCENT	VatPercent	10	10	N	text-center				100		1	01/01/2001
	CHO	CHO_ObjType	I	ObjType	OBJTYPE	ObjType	11	11	N	text-center				100		1	01/01/2001
